season,week,celebrity_name,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge,week_result_score,residual,fan_vote_share,uncertainty_lower,uncertainty_upper,uncertainty_range
1,4,John O'Hurley,210.0,3.0,True,Charlotte Jorgensen,Actor/Actress,50,Maine,United States,2nd Place,2,999,0.468548966817431,233.3333333333333,-30.0,False,1.0360919316867758,0.2572390209335665,0.2555305687160708,0.2555305687160708,0.2555305687160708,0.0
1,1,Kelly Monaco,130.0,3.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,-1.903596659307664,0.0,,True,4.110873864173305,4.034399945461279,0.2548284966923039,0.2548284966923039,0.2548284966923039,0.0
1,2,Kelly Monaco,170.0,5.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,-0.7122552043405326,130.0,40.0,True,4.110873864173305,4.381936050287671,0.2473952149071893,0.2473952149071893,0.2473952149071893,0.0
1,3,Kelly Monaco,210.0,4.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,0.3425943549137659,150.0,40.0,False,3.9318256327243177,3.521937574212884,0.2782508311407415,0.2782508311407415,0.2782508311407415,0.0
1,4,Kelly Monaco,260.0,1.0,True,Alec Mazo,Actor/Actress,29,Pennsylvania,United States,1st Place,1,999,0.8819745257739878,170.0,50.0,False,3.7135720667043017,2.0902447018190604,0.3069370302326916,0.3069370302326916,0.3069370302326916,0.0
1,1,Rachel Hunter,200.0,1.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.675469782334978,0.0,,False,0.0,-1.5979295069099837,0.1450905182814799,0.1450905182814799,0.1450905182814799,0.0
1,2,Rachel Hunter,240.0,2.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.8622036684122242,200.0,40.0,False,0.0,-1.2612319480590302,0.1407056779636234,0.1407056779636234,0.1407056779636234,0.0
1,3,Rachel Hunter,260.0,1.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.8564858872844147,220.0,20.0,False,-0.3894647667617231,-1.9927057882042372,0.1603018564967782,0.1603018564967782,0.1603018564967782,2.775557561562892e-17
1,4,Rachel Hunter,250.00000000000003,2.0,True,Jonathan Roberts,Model,35,,New Zealand,Eliminated Week 4,4,4,0.7992894139826767,233.3333333333333,-9.999999999999972,False,-1.0360919316867756,-2.269257066958465,0.1984808131819145,0.1984808131819145,0.1984808131819145,0.0
1,1,Trista Sutter,180.0,2.0,True,Louis van Amstel,TV Personality,32,Indiana,United States,Eliminated Week 2,6,2,-0.0614063438486339,0.0,,True,-1.533930359925955,-2.5477528640998086,0.1319437210435281,0.1319437210435281,0.1319437210435281,0.0
1,2,Trista Sutter,190.0,4.0,True,Louis van Amstel,TV Personality,32,Indiana,United States,Eliminated Week 2,6,2,-0.2624098121254593,180.0,10.0,False,-1.533930359925955,-1.743303962257592,0.134083550520264,0.134083550520264,0.134083550520264,0.0
2,1,Drew Lachey,240.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.086099282057325,0.0,,False,4.615120516841263,2.8859600750503382,0.1269196301132018,0.1269196301132018,0.1269196301132018,0.0
2,2,Drew Lachey,270.0,2.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.8660254037844386,240.0,30.0,False,4.510859506516856,3.2579586402178973,0.1474489802299337,0.1474489802299337,0.1474489802299337,0.0
2,3,Drew Lachey,270.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.846954683255164,255.0,0.0,False,4.394449154672438,2.802612554805535,0.1655438155021767,0.1655438155021767,0.1655438155021767,0.0
2,4,Drew Lachey,280.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.9977531238117472,260.0,10.0,False,4.262679877041311,2.623844448264778,0.1857021891015687,0.1857021891015688,0.1857021891015688,0.0
2,5,Drew Lachey,270.0,2.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,0.9030309191831164,265.0,-10.0,False,4.110873864173305,2.852116880054046,0.2191080230490953,0.2191080230490953,0.2191080230490953,0.0
2,6,Drew Lachey,300.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.174975585083856,266.0,30.0,False,3.9318256327243177,2.237785471667685,0.2591258063714316,0.2591258063714316,0.2591258063714316,0.0
2,7,Drew Lachey,275.0,1.0,True,Cheryl Burke,Singer/Rapper,29,Ohio,United States,1st Place,1,999,1.29969508913473,271.6666666666667,-25.0,False,3.7135720667043017,1.9810267152078855,0.3156506375857631,0.3156506375857631,0.3156506375857631,0.0
2,1,George Hamilton,180.0,7.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,-0.3620330940191082,0.0,,False,0.3973017974690034,1.2226180958468524,0.1074708721878304,0.1074708721878304,0.1074708721878304,0.0
2,2,George Hamilton,220.0,5.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,0.2474358296526967,180.0,40.0,False,0.2182535660200179,0.1945536749618428,0.10854249145974,0.10854249145974,0.10854249145974,0.0
2,3,George Hamilton,220.0,4.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,0.365730431405639,200.0,0.0,False,0.0,-0.4053414335001621,0.1201139057545724,0.1201139057545723,0.1201139057545723,0.0
2,4,George Hamilton,210.0,5.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,0.4252718232640234,206.66666666666663,-10.0,False,-0.2795848622191614,-0.3537501285537742,0.1378801457854877,0.1378801457854878,0.1378801457854878,0.0
2,5,George Hamilton,240.0,4.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,0.6753760656075408,207.5,30.0,False,-0.6690496289808846,-1.1715580073544667,0.1465251923924888,0.1465251923924888,0.1465251923924888,0.0
2,6,George Hamilton,230.0,3.0,True,Edyta Sliwinska,Actor/Actress,66,Tennessee,United States,Eliminated Week 6,5,6,0.6824708488211618,214.0,-10.0,True,-1.3156767939059373,-2.167512898049482,0.1667980577514199,0.1667980577514199,0.1667980577514199,0.0
2,1,Giselle Fernandez,230.0,2.0,True,Jonathan Roberts,News Anchor,44,,Mexico,Eliminated Week 3,8,3,0.8447438860445861,0.0,,False,-0.828692672556169,-2.132106990985632,0.0768416911038407,0.0768416911038407,0.0768416911038407,0.0
2,2,Giselle Fernandez,240.0,3.0,True,Jonathan Roberts,News Anchor,44,,Mexico,Eliminated Week 3,8,3,0.4948716593053935,230.0,10.0,False,-1.2181574393178922,-2.0062187192532708,0.0871006619095592,0.0871006619095592,0.0871006619095592,0.0
2,3,Giselle Fernandez,220.0,4.0,True,Jonathan Roberts,News Anchor,44,,Mexico,Eliminated Week 3,8,3,0.365730431405639,235.0,-20.0,False,-1.8647846042429448,-2.261767643830256,0.09976305118425,0.09976305118425,0.09976305118425,0.0
2,1,Jerry Rice,210.0,4.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.3620330940191082,0.0,,False,2.11296423371848,1.661042162011942,0.1122874679443162,0.1122874679443162,0.1122874679443162,0.0
2,2,Jerry Rice,230.0,4.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.3711537444790451,210.0,20.0,False,1.9965538818740685,1.591867352650556,0.1248200487965104,0.1248200487965104,0.1248200487965104,0.0
2,3,Jerry Rice,190.0,5.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.076995880295924,220.0,-40.0,False,1.8647846042429448,1.9051071756575653,0.1513334027539896,0.1513334027539896,0.1513334027539896,0.0
2,4,Jerry Rice,240.0,4.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.6706209520701908,210.0,50.0,False,1.7129785913749398,1.2125869030117555,0.1612600859328618,0.1612600859328618,0.1612600859328618,0.0
2,5,Jerry Rice,230.0,5.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.5994911144156823,217.5,-10.0,False,1.5339303599259546,1.406674383145751,0.1896197240949625,0.1896197240949625,0.1896197240949625,0.0
2,6,Jerry Rice,230.0,3.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.6824708488211618,220.0,0.0,True,1.3156767939059364,0.4652735572903085,0.2170358378343153,0.2170358378343153,0.2170358378343153,0.0
2,7,Jerry Rice,205.0,3.0,True,Anna Trebunskaya,Athlete,43,Mississippi,United States,2nd Place,2,999,0.7738069027796368,221.66666666666663,-25.0,True,1.0360919316867758,0.1568971018857485,0.2630181558362838,0.2630181558362838,0.2630181558362838,0.0
2,1,Kenny Mayne,130.0,8.0,True,Andrea Hale,Sports Broadcaster,46,Washington,United States,Eliminated Week 1,10,1,-1.5688100740828026,0.0,,True,-2.112964233718479,-0.5533677755426427,0.089983045326388,0.089983045326388,0.089983045326388,0.0
2,1,Lisa Rinna,190.0,6.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,-0.1206776980063694,0.0,,False,0.8286926725561691,1.228262847572556,0.1075315539520183,0.1075315539520183,0.1075315539520183,0.0
2,2,Lisa Rinna,200.0,6.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,0.0,190.0,10.0,False,0.6768866596881652,1.0832642185340355,0.1186303999446586,0.1186303999446586,0.1186303999446586,0.0
2,3,Lisa Rinna,250.00000000000003,3.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,0.6544649825153542,195.0,50.00000000000003,False,0.4978384282391794,-0.3495848413559722,0.120785490483915,0.120785490483915,0.120785490483915,0.0
2,4,Lisa Rinna,260.0,2.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,0.834187037940969,213.3333333333333,9.999999999999972,False,0.2795848622191615,-0.9695092473276756,0.1296461591914648,0.1296461591914648,0.1296461591914648,0.0
2,5,Lisa Rinna,250.00000000000003,3.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,0.7512610167993995,225.0,-9.999999999999972,False,0.0,-0.8711934704640063,0.1509930529927294,0.1509930529927294,0.1509930529927294,0.0
2,6,Lisa Rinna,270.0,2.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,0.9639021266855584,230.0,19.99999999999997,False,-0.3894647667617231,-1.6760336557405109,0.1752006292160425,0.1752006292160425,0.1752006292160425,0.0
2,7,Lisa Rinna,265.0,2.0,True,Louis van Amstel,Actor/Actress,42,California,United States,Eliminated Week 7,4,7,1.2245682053697164,236.66666666666663,-5.0,False,-1.0360919316867756,-2.404373654854658,0.2035875203219776,0.2035875203219776,0.2035875203219776,0.0
2,1,Master P,120.0,9.0,True,Ashly DelGrosso,Singer/Rapper,35,Louisiana,United States,Eliminated Week 4,7,4,-1.8101654700955407,0.0,,True,-0.3973017974690033,1.5880407840682955,0.1114707387008436,0.1114707387008436,0.1114707387008436,0.0
2,2,Master P,160.0,8.0,True,Ashly DelGrosso,Singer/Rapper,35,Louisiana,United States,Eliminated Week 4,7,4,-0.4948716593053935,120.0,40.0,True,-0.6768866596881647,0.5681527860470367,0.1126743312988209,0.1126743312988209,0.1126743312988209,0.0
2,3,Master P,140.0,6.0,True,Ashly DelGrosso,Singer/Rapper,35,Louisiana,United States,Eliminated Week 4,7,4,-0.404228371553601,140.0,-20.0,True,-1.0663514264498883,-0.5427291985395112,0.1184749719008821,0.1184749719008821,0.118474971900882,-1.3877787807814457e-17
2,4,Master P,80.0,6.0,True,Ashly DelGrosso,Singer/Rapper,35,Louisiana,United States,Eliminated Week 4,7,4,-0.6379077348960351,140.0,-60.0,True,-1.712978591374941,-1.114675997503165,0.1277777225864902,0.1277777225864902,0.1277777225864902,0.0
2,1,Stacy Keibler,220.0,3.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,0.6033884900318471,0.0,,False,1.349926716949016,0.4722585218810158,0.0997018165600952,0.0997018165600952,0.0997018165600952,0.0
2,2,Stacy Keibler,290.0,1.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,1.1134612334371354,220.0,70.0,False,1.2181574393178922,-0.4672089894316411,0.1015920674922509,0.1015920674922509,0.1015920674922509,0.0
2,3,Stacy Keibler,270.0,1.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,0.846954683255164,255.0,-20.0,False,1.066351426449888,-0.525485173417015,0.1186794466878165,0.1186794466878165,0.1186794466878165,0.0
2,4,Stacy Keibler,260.0,2.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,0.834187037940969,260.0,-10.0,False,0.8873031950009024,-0.3506463893288,0.13792294682899,0.13792294682899,0.13792294682899,0.0
2,5,Stacy Keibler,300.0,1.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,1.130685772758692,260.0,40.0,False,0.6690496289808847,-1.0122690500475258,0.148877864896497,0.148877864896497,0.148877864896497,0.0
2,6,Stacy Keibler,300.0,1.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,1.174975585083856,268.0,0.0,False,0.3894647667617231,-1.3040977717856037,0.1818396688265315,0.1818396688265315,0.1818396688265315,2.775557561562892e-17
2,7,Stacy Keibler,275.0,1.0,True,Tony Dovolani,Athlete,26,Maryland,United States,3rd Place,3,999,1.29969508913473,273.3333333333333,-25.0,False,0.0,-1.732147332738661,0.2177436862556596,0.2177436862556596,0.2177436862556596,0.0
2,1,Tatum O'Neal,230.0,2.0,True,Nick Kosovich,Actor/Actress,42,California,United States,Eliminated Week 2,9,2,0.8447438860445861,0.0,,False,-1.3499267169490157,-2.6533410353784785,0.0729390339859049,0.0729390339859049,0.0729390339859049,0.0
2,2,Tatum O'Neal,170.0,7.0,True,Nick Kosovich,Actor/Actress,42,California,United States,Eliminated Week 2,9,2,-0.3711537444790451,230.0,-60.0,False,-1.996553881874068,-1.1133961739319729,0.0952349253826519,0.0952349253826519,0.0952349253826519,-1.3877787807814457e-17
2,1,Tia Carrere,200.0,5.0,True,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,United States,Eliminated Week 5,6,5,0.1206776980063694,0.0,,False,0.0,-0.0261759483450755,0.0948541501254334,0.0948541501254334,0.0948541501254334,0.0
2,2,Tia Carrere,220.0,5.0,True,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,United States,Eliminated Week 5,6,5,0.2474358296526967,200.0,20.0,False,-0.218253566020018,-0.2371772319851355,0.1039560934857265,0.1039560934857265,0.1039560934857265,0.0
2,3,Tia Carrere,260.0,2.0,True,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,United States,Eliminated Week 5,6,5,0.7507098328852589,210.0,40.0,False,-0.4978384282391792,-1.7210505317899998,0.105305915732232,0.105305915732232,0.105305915732232,0.0
2,4,Tia Carrere,250.00000000000003,3.0,True,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,United States,Eliminated Week 5,6,5,0.7524039950055802,226.66666666666663,-9.999999999999972,False,-0.8873031950009026,-1.75846392513612,0.1198107505729506,0.1198107505729506,0.1198107505729506,0.0
2,5,Tia Carrere,220.0,6.0,True,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,United States,Eliminated Week 5,6,5,0.5236061632238238,232.5,-30.00000000000003,True,-1.533930359925955,-1.2847398788395157,0.1448761425740075,0.1448761425740075,0.1448761425740075,0.0
3,1,Emmitt Smith,240.0,2.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,1.1326852593525718,0.0,,False,4.7095302013123375,3.3140942048600843,0.1188524167843345,0.1188524167843345,0.1188524167843345,0.0
3,2,Emmitt Smith,240.0,3.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,0.414184725015725,240.0,0.0,False,4.615120516841263,3.855233664918472,0.1419596065867454,0.1419596065867454,0.1419596065867454,-2.775557561562892e-17
3,3,Emmitt Smith,190.0,5.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,0.0188980549185813,240.0,-50.0,True,4.510859506516856,4.574525483278203,0.1772826157312662,0.1772826157312662,0.1772826157312662,0.0
3,4,Emmitt Smith,240.0,4.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,0.5067307314904086,223.3333333333333,50.0,False,4.394449154672438,3.949618435082737,0.1831967822647994,0.1831967822647994,0.1831967822647994,0.0
3,5,Emmitt Smith,270.0,1.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,0.8053186862634502,227.5,30.0,False,4.262679877041311,2.677582198260384,0.1972294787960761,0.1972294787960761,0.1972294787960761,0.0
3,6,Emmitt Smith,250.00000000000003,2.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,1.1382969770627347,236.0,-19.99999999999997,False,3.9318256327243177,2.5909556728474614,0.260779352532919,0.260779352532919,0.260779352532919,0.0
3,7,Emmitt Smith,285.0,1.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,1.14467417176233,238.3333333333333,34.99999999999997,False,3.9318256327243177,2.2408622305444688,0.258856250996354,0.258856250996354,0.258856250996354,0.0
3,8,Emmitt Smith,270.0,2.0,True,Cheryl Burke,Athlete,37,Florida,United States,1st Place,1,999,1.2423891537105098,245.0,-15.0,False,3.7135720667043017,2.341585133620007,0.3256033569163665,0.3256033569163665,0.3256033569163665,0.0
3,1,Harry Hamlin,170.0,7.0,True,Ashly DelGrosso,Actor/Actress,54,California,United States,Eliminated Week 3,9,3,-0.5445602208425823,0.0,,False,-0.9604619501872924,-0.0768127616727799,0.0846725811226751,0.0846725811226751,0.0846725811226751,1.3877787807814457e-17
3,2,Harry Hamlin,210.0,6.0,True,Ashly DelGrosso,Actor/Actress,54,California,United States,Eliminated Week 3,9,3,0.012181903676933,170.0,40.0,False,-1.3499267169490157,-0.9522185341004475,0.0877768094582789,0.0877768094582789,0.0877768094582789,-1.3877787807814457e-17
3,3,Harry Hamlin,220.0,3.0,True,Ashly DelGrosso,Actor/Actress,54,California,United States,Eliminated Week 3,9,3,0.3307159610751748,190.0,10.0,False,-1.996553881874068,-2.7417059506698376,0.0852955270159427,0.0852955270159427,0.0852955270159427,0.0
3,1,Jerry Springer,160.0,8.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,-0.7841667180133186,0.0,,False,0.5491078103370075,1.8579442007760096,0.1027467813613284,0.1027467813613284,0.1027467813613284,0.0
3,2,Jerry Springer,190.0,7.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,-0.2558199772155949,160.0,30.0,True,0.3973017974690034,1.226883801916752,0.1091483067890274,0.1091483067890274,0.1091483067890274,-1.3877787807814457e-17
3,3,Jerry Springer,210.0,4.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,0.226776659022977,175.0,20.0,False,0.2182535660200179,-0.1486506392366108,0.1105455381479914,0.1105455381479914,0.1105455381479914,0.0
3,4,Jerry Springer,220.0,5.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,0.3378204876602724,186.66666666666663,10.0,False,0.0,-0.0509933763126408,0.1227929626781176,0.1227929626781176,0.1227929626781176,0.0
3,5,Jerry Springer,240.0,3.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,0.5762194048264342,195.0,20.0,True,-0.2795848622191614,-1.1020020367398984,0.1351532735847675,0.1351532735847675,0.1351532735847675,0.0
3,6,Jerry Springer,180.0,5.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,0.5800239373568075,204.0,-60.0,True,-1.3156767939059373,-1.4399353092898997,0.1742664690286824,0.1742664690286824,0.1742664690286824,0.0
3,7,Jerry Springer,230.0,4.0,True,Kym Johnson,TV Personality,62,,England,Eliminated Week 7,5,7,0.7567033740501679,200.0,50.0,True,-1.3156767939059373,-1.8459672259828863,0.1720164215717809,0.1720164215717809,0.1720164215717809,0.0
3,1,Joey Lawrence,210.0,4.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,0.4138657678403629,0.0,,False,1.466337068793427,0.997850063862312,0.0942789663363239,0.0942789663363239,0.0942789663363239,0.0
3,2,Joey Lawrence,290.0,1.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,1.084189427247045,210.0,80.0,False,1.349926716949016,-0.3284730008514698,0.0934262065476992,0.0934262065476992,0.0934262065476992,-1.3877787807814457e-17
3,3,Joey Lawrence,220.0,3.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,0.3307159610751748,250.0,-70.0,False,1.2181574393178922,0.4873340458012958,0.1178044462430816,0.1178044462430816,0.1178044462430816,0.0
3,4,Joey Lawrence,270.0,3.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,0.7600960972356129,240.0,50.0,False,1.066351426449888,0.1959165676424012,0.1258625830747199,0.1258625830747199,0.1258625830747199,2.775557561562892e-17
3,5,Joey Lawrence,250.00000000000003,2.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,0.6525858319721064,247.5,-19.99999999999997,False,0.8873031950009024,-0.2955945500801381,0.146503635369478,0.146503635369478,0.146503635369478,0.0
3,6,Joey Lawrence,240.0,3.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,1.0585436856761736,248.0,-10.000000000000028,False,0.3894647667617231,-0.574438906394854,0.1900211153218312,0.1900211153218312,0.1900211153218312,0.0
3,7,Joey Lawrence,285.0,1.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,1.14467417176233,246.66666666666663,45.0,False,0.3894647667617231,-1.2995085416293517,0.1816779864787277,0.1816779864787277,0.1816779864787277,0.0
3,8,Joey Lawrence,270.0,2.0,True,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,United States,3rd Place,3,999,1.2423891537105098,252.1428571428572,-15.0,False,0.0,-1.3702811384082023,0.2246386961875339,0.2246386961875339,0.2246386961875339,0.0
3,1,Mario Lopez,260.0,1.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,1.6118982536940445,0.0,,False,2.217225244042889,0.3200274579939881,0.0881002925554593,0.0881002925554593,0.0881002925554593,0.0
3,2,Mario Lopez,210.0,6.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,0.012181903676933,260.0,-50.0,False,2.11296423371848,2.5321654294858083,0.1243668583625676,0.1243668583625676,0.1243668583625676,0.0
3,3,Mario Lopez,220.0,3.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,0.3307159610751748,235.0,10.0,False,1.9965538818740685,1.2621483195376788,0.1272950272899591,0.1272950272899591,0.1272950272899591,0.0
3,4,Mario Lopez,290.0,1.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,0.9290063410657492,230.0,70.0,False,1.8647846042429448,0.2407552626889315,0.1264282016049345,0.1264282016049345,0.1264282016049345,0.0
3,5,Mario Lopez,270.0,1.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,0.8053186862634502,245.0,-20.0,False,1.7129785913749398,0.1320601095504381,0.1529048311025813,0.1529048311025813,0.1529048311025813,0.0
3,6,Mario Lopez,280.0,1.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,1.3775568512224177,250.0,10.0,False,1.3156767939059364,-0.4469262348944505,0.1924596394227215,0.1924596394227214,0.1924596394227215,2.775557561562892e-17
3,7,Mario Lopez,280.0,2.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,1.1094040992430427,255.0,0.0,False,1.3156767939059364,-0.0114220283736452,0.206653704299297,0.206653704299297,0.206653704299297,0.0
3,8,Mario Lopez,285.0,1.0,True,Karina Smirnoff,Actor/Actress,32,California,United States,2nd Place,2,999,1.351428627307443,258.57142857142856,5.0,False,1.0360919316867758,-0.7161139610301224,0.2398251304278819,0.2398251304278819,0.2398251304278819,0.0
3,1,Monique Coleman,190.0,5.0,True,Louis van Amstel,Actor/Actress,25,South Carolina,United States,Eliminated Week 8,4,8,-0.0653472265011097,0.0,,False,0.9604619501872924,0.9937367348528258,0.0942401942702622,0.0942401942702622,0.0942401942702622,0.0
